"lag","StepPred","lstm1_units","MSE1","MSE2"
24,20,12,4.25721767494007,24.1316210131436
24,20,24,2.88100598476223,23.3307344601464
24,20,48,3.53447720929817,24.7954104918321
24,20,96,3.30932077556098,24.1404523343492
38,20,12,1.05662416507795,36.1391996561891
52,20,12,17.7861063263318,84.3278198301823
52,20,24,22.099996071599,81.3600156997085
52,20,48,16.3869999414783,84.1592589146707
38,20,48,0.783594906424997,32.785960112681
38,20,96,1.46195445587748,21.8936903615682
